,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
22493,806051483733719914,Bali Hai Villas 1 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$241.00,2,365,2,365,2.0,365.0,0,0,0,0,3,2023-04-21,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.13,"540050360006, TA-202-767-6928-01"
22494,806053354004492993,BALI hai VILLas 2 bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$221.00,2,365,2,365,2.0,365.0,0,0,0,0,1,2024-08-27,1,6,1326.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,f,0.15,"540050360006, TA-212-767-6928-01"
22495,806057970633775566,Bali Hai Villas 2BR,240078487,Steven,2019-01-30,"Nestled high in the cliffs of Princeville, this Kauai resort blends natural and man-made pleasures into magnificent harmony. Take the opportunity to enjoy a meditative retreat at the on-site spa, or use the resort as a basecamp for your many Hawaiian adventures.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$275.00,2,365,2,365,2.0,365.0,24,54,65,65,5,2023-05-29,3,18,4950.0,5.0,4.6,5.0,5.0,5.0,5.0,4.6,f,0.23,"540050360006, TA-212-767-6928-01"
22496,806062460333919361,KoNA HaWAIIAN 2 BeDROOM,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$299.00,2,365,2,365,2.0,365.0,30,60,82,82,5,2023-02-25,2,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,4.4,f,0.2,
22497,806065107302803226,K0Na Hawaiian two BEDroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$250.00,2,365,2,365,2.0,365.0,25,55,77,77,18,2023-02-27,6,48,12000.0,4.89,4.89,4.78,5.0,4.94,4.94,4.78,f,0.73,
22498,806068671967909670,koNA hawAIIAN two Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$299.00,2,365,2,365,2.0,365.0,30,60,82,82,3,2024-03-02,1,12,3588.0,4.33,5.0,5.0,4.67,4.33,5.0,4.33,f,0.24,
22499,806071228339881100,Ka Eo Kai Studio,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Shared hot tub"", ""Kitchen"", ""Iron"", ""Crib"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$120.00,2,365,2,365,2.0,365.0,19,35,48,48,10,2023-02-12,5,36,4320.0,4.6,4.8,4.8,4.4,4.9,4.9,4.4,f,0.39,"540050360006, TA-212-767-6928-01"
22500,806078325101818035,ka eo KAI Studio,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Iron"", ""Crib"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$120.00,2,365,2,365,2.0,365.0,30,60,72,72,2,2023-02-13,0,6,720.0,5.0,5.0,4.5,5.0,4.5,5.0,4.5,f,0.08,"540050360006, TA-212-767-6928-01"
22501,806742056968791109,ROYal Sea Cliff two bedroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$340.00,2,365,2,365,2.0,365.0,30,60,73,73,0,,0,0,0.0,,,,,,,,f,,
22504,806744561521375888,Kona Hawaiian TWO BEDroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$299.00,2,365,2,365,2.0,365.0,30,60,82,82,1,2024-07-21,1,6,1794.0,4.0,2.0,3.0,4.0,5.0,5.0,4.0,f,0.13,
22506,806747243402793887,Kona Hawaiian TWO bedROOM,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$299.00,2,365,2,365,2.0,365.0,30,60,82,82,0,,0,0,0.0,,,,,,,,f,,
22510,806082029447808328,Ka eo Kai Studio.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Iron"", ""Crib"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$120.00,2,365,2,365,2.0,365.0,30,59,71,71,9,2023-03-02,0,0,0.0,4.67,4.56,4.78,4.78,4.78,5.0,4.44,f,0.36,"540050360000, TA-212-767-6928-01"
22518,806312861612986117,kA eO kAI studio,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Iron"", ""Crib"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$120.00,2,365,2,365,2.0,365.0,30,60,75,75,4,2023-09-03,2,6,720.0,4.5,4.5,4.75,4.75,5.0,4.5,4.5,f,0.22,"540050360006, TA-212-767-6928-01"
22519,806316596632427958,Ka Eo Kai 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$190.00,2,365,2,365,2.0,365.0,26,44,46,46,12,2023-04-02,5,24,4560.0,4.5,4.58,4.58,4.83,4.5,4.83,4.5,f,0.51,"540050360006, TA-212-767-6928-01"
22520,806319590686977250,Ka eo kai ONE bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$160.00,2,365,2,365,2.0,365.0,15,39,50,50,11,2023-05-31,6,18,2880.0,4.91,5.0,4.91,5.0,4.91,4.91,4.82,f,0.5,"540050360006, TA-212-767-6928-01"
22521,806975558872488290,KA eo Kai STuDIO,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Iron"", ""Crib"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$120.00,2,365,2,365,2.0,365.0,30,53,68,68,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
22522,806978136089558007,Royal Sea Cliff 2 bedroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Dryer \u2013\u00a0In unit"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Outdoor shower"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Pool"", ""First aid kit"", ""Shampoo""]",$331.00,2,365,2,365,2.0,365.0,30,60,72,72,1,2023-02-10,0,0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,f,0.04,
22523,806979535826910477,Royal Sea CliFF 2 BEDroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$331.00,2,365,2,365,2.0,365.0,30,60,74,74,1,2023-07-19,0,0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,f,0.05,
22524,806981301651048319,Royal sea cliff 1 bedroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$254.00,3,365,2,365,2.0,365.0,30,60,73,73,0,,0,0,0.0,,,,,,,,f,,
22525,806983254814917308,Royal Sea Cliff 1 bedroom.,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,,1.0,,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Outdoor shower"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Pool"", ""First aid kit"", ""Shampoo""]",,3,365,3,365,3.0,365.0,30,60,71,71,0,,0,0,,,,,,,,,f,,
22531,806323764058159911,KA Eo kai one bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$165.00,2,365,2,365,2.0,365.0,30,60,75,75,2,2023-05-15,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.09,"540050360006, TA-212-767-6928-01"
22571,807494125410751862,"KONA Hawaiian 2 BEDroom,",240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Self check-in""]",$299.00,2,365,2,365,2.0,365.0,30,60,82,82,2,2023-04-15,1,6,1794.0,5.0,4.5,5.0,5.0,5.0,4.0,4.5,f,0.09,
22572,807522869987196524,"koNA HAWaiian 2 BEDroom,",240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""Crib"", ""Washer"", ""Waterfront"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Self check-in""]",$299.00,2,365,2,365,2.0,365.0,30,60,82,82,0,,0,0,0.0,,,,,,,,f,,
22606,809247183790380656,WAIKIKi Beach walk 1 bedroom,240078487,Steven,2019-01-30,"This special place is close to everything, making it easy to plan your visit.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Paid parking on premises"", ""Outdoor dining area"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Outdoor shower"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$523.00,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,0.0,,,,,,,,f,,Exempt
22607,809250169470446007,Waikiki Beach Walk 2 bedroom.,240078487,Steven,2019-01-30,"This special place is close to everything, making it easy to plan your visit.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,8,2.0,2.0,4.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Paid parking on premises"", ""Outdoor dining area"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Outdoor shower"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$499.00,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,0.0,,,,,,,,f,,Exempt
22608,809252261050593861,Waikiki Beach WALK 2 bedroom.,240078487,Steven,2019-01-30,"This special place is close to everything, making it easy to plan your visit.",within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire rental unit,Entire home/apt,8,2.0,2.0,4.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Paid parking on premises"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$579.00,2,365,2,365,2.0,365.0,30,60,74,74,0,,0,0,0.0,,,,,,,,f,,Exempt
